author,updated_at,like_count,text,video_id,public,tokens,word_count
@bajipredio2177,2020-07-10T17:57:23Z,0,Kkkkkkkkkkkkk vc fala que nem eu THUR BEURIFUI AICGER AJSHUSAHW64ORWYYWOSTOU E BTS E ETC MKKKK,c3Ns-AgD-Vg,True,"['kkkkkkkkkkkkk', 'vá', 'fala', 'tour', 'beurifui', 'acer', 'ajshusahworwyywostou', 'bus', 'etc', 'mkkkk']",10
@jeanlucas4297,2020-07-10T17:53:11Z,0,Só eu que achei que ela fosse gringa?,c3Ns-AgD-Vg,True,"['s', 'achei', 'trinta']",3
@beatrizcarneirodeoliveira798,2020-07-10T17:49:06Z,0,"Se vc não achou a base em pele negra, não generaliza, pq quando eu fui na Renner comprar umas coisas, me interessei em ver as cores, quando vi tinha todas as 9 cores e eram iguais às do Instagram",c3Ns-AgD-Vg,True,"['vá', 'achou', 'base', 'pele', 'negra', 'generalizá', 'pa', 'render', 'comprar', 'umas', 'coisas', 'interessei', 'ver', 'cores', 'vi', 'todas', 'cores', 'iguais', 's', 'instaram']",20
@Mary-yn4hq,2020-07-10T17:23:43Z,1,"Socorroooo que mulher perfeita, apoio muito ela criar uma linha de maquiagem para pessoas negras ♥️",c3Ns-AgD-Vg,True,"['socorroooo', 'mulher', 'perfeita', 'apoio', 'criar', 'linha', 'maquinem', 'pessoas', 'negras']",9
@helydatorres1057,2020-07-10T17:17:53Z,32,"Feche os olhos pense em quem você mais ama! Se ela tivesse 2 meses pra conseguir um remédio pra sobreviver? Imploro gente conheçam a história do @amearthurbelo      Ele precisa de nós! Ele só tem 1a e 8 meses.

Camilla linda!!!",c3Ns-AgD-Vg,True,"['feche', 'olhos', 'pense', 'ama', 'meses', 'pra', 'conseguir', 'remédio', 'pra', 'sobreviver', 'imploro', 'gente', 'conheçam', 'histeria', 'amearthurbelo', 'precisa', 's', 'meses', 'camisa', 'linda']",20
@keilacath,2020-07-10T17:16:06Z,0,Pois... Sou branca e todo caralho de base fica laranja ou rosa na minha cara. Não uso mais nenhuma. No mais um po q fica meeeenos laranja da marykay,c3Ns-AgD-Vg,True,"['pois', 'branca', 'todo', 'carvalho', 'base', 'fica', 'laranja', 'rosa', 'cara', 'uso', 'nenhuma', 'po', 'q', 'fica', 'meeeenos', 'laranja', 'marykay']",17
@patomaneiro5275,2020-07-10T17:02:08Z,0,Pqp que jeito chato de falar mn,c3Ns-AgD-Vg,True,"['pp', 'jeito', 'chato', 'falar']",4
@prismaticjy2670,2020-07-10T16:56:19Z,1,"Acho que o povo que lançou a base ""fernanda"" nas lojas,são daltonicos...só pode",c3Ns-AgD-Vg,True,"['acho', 'povo', 'lançou', 'base', 'bernarda', 'rojasse', 'daltonicoss', 'pode']",8
@Julia-zs6km,2020-07-10T16:24:07Z,11,"Ela falando *cobrir todas as imperfeições* tá querida, cadê as imperfeições? Que mulher linda Brasil 😍",c3Ns-AgD-Vg,True,"['falando', 'cobrir', 'todas', 'imperfeiçes', 't', 'querida', 'ca', 'imperfeiçes', 'mulher', 'linda', 'brasil']",11
@stefaneramos9512,2020-07-10T16:11:30Z,0,"Achar base pra minha cor e uma luta, pois não sou muito escura e nem clara, sou marrom amarelado kkk Uso só mistura pra da certo",c3Ns-AgD-Vg,True,"['achar', 'base', 'pra', 'cor', 'luta', 'pois', 'escura', 'clara', 'marrom', 'amarelado', 'k', 'uso', 's', 'mistura', 'pra', 'certo']",16
@beatrizferreiramartins5899,2020-07-10T15:58:26Z,1,Podia testar a base Negra Rosa.😍,c3Ns-AgD-Vg,True,"['podia', 'testar', 'base', 'negra', 'rosa']",5
@felipepire.s,2020-07-10T15:53:45Z,0,"O conteúdo é ótimo, mas eu não consegui tirar o olho do seu brinco haha que agonia",c3Ns-AgD-Vg,True,"['contudo', 'tipo', 'consegui', 'tirar', 'olho', 'brinco', 'agonia']",7
@elielsonsantos8049,2020-07-10T15:34:12Z,0,Na Mary Kay você encontra vários produtos para pele negra 😍😍😍😍,c3Ns-AgD-Vg,True,"['mar', 'day', 'encontra', 'vários', 'produtos', 'pele', 'negra']",7
@rosemeiresilvagotlib377,2020-07-10T15:13:59Z,0,"Eu até gosto dos vídeos, mas me incomoda essa gritaria, acho que dá pra passar informações sem gritar tanto.....",c3Ns-AgD-Vg,True,"['at', 'gosto', 'vamos', 'incomoda', 'gritaria', 'acho', 'd', 'pra', 'passar', 'informaçes', 'gritar', 'tanto']",12
@nialmeida4384,2020-07-10T14:56:42Z,0,Maravilhosaaaaaaaaaaaa,c3Ns-AgD-Vg,True,['maravilhosaaaaaaaaaaaa'],1
@laurafranca5785,2020-07-10T13:12:48Z,5,"Consegui identificar várias coisas relacionadas diretamente ao racismo estrutural na saga da Camilla à procura da base, e isso é muito triste. Saber que as minhas amigas pretas podem passar pela mesma dificuldade é de cortar o coração. Então meninas, mesmo vocês que não são pretas, questionem às lojas quando notarem a ausência de produtos para a pele negra.",c3Ns-AgD-Vg,True,"['consegui', 'identificar', 'frias', 'coisas', 'relacionados', 'diretamente', 'realismo', 'estrutura', 'sala', 'camisa', 'procura', 'base', 'triste', 'saber', 'amigas', 'pretas', 'podem', 'passar', 'mesma', 'dificuldade', 'cortar', 'coraço', 'ento', 'meninas', 'so', 'pretas', 'questiono', 's', 'lojas', 'notarei', 'ausência', 'produtos', 'pele', 'negra']",34
@julianabarnabecampos7291,2020-07-10T12:32:58Z,1,"nss cara eu fico muito chateada quando vejo que pessoas negras sofrem com isso, já basta tudo o que passam diariamente",c3Ns-AgD-Vg,True,"['cara', 'fico', 'chapeada', 'vejo', 'pessoas', 'negras', 'sofrem', 'j', 'basta', 'tudo', 'passam', 'diariamente']",12
@ericarenata30,2020-07-10T11:22:57Z,0,Rosa negra tá aí pra os tons de preto. A realidade q é mais difícil achar tons certos de base para nós negros de até marcas simples,c3Ns-AgD-Vg,True,"['rosa', 'negra', 't', 'pra', 'tons', 'preto', 'realidade', 'q', 'difícil', 'achar', 'tons', 'certos', 'base', 'negros', 'at', 'marcas', 'simples']",17
@sabrinacosta8486,2020-07-10T11:18:45Z,0,"As pessoas querem fazer pra ganhar mídia,pois quase nenhuma funciona,já testei todos os tons da base dela,mais nenhuma funciona,fizeram pra ficar de corretivo de mulheres brancas, só pode!",c3Ns-AgD-Vg,True,"['pessoas', 'querem', 'fazer', 'pra', 'ganhar', 'mdiapois', 'quase', 'nenhuma', 'funcionar', 'tentei', 'todos', 'tons', 'base', 'demais', 'nenhuma', 'funcionafizeram', 'pra', 'ficar', 'corretivo', 'mulheres', 'brancas', 's', 'pode']",23
@rujaneeduardorujane7186,2020-07-10T11:16:04Z,0,Eu não uso base nas minhas makes,c3Ns-AgD-Vg,True,"['uso', 'base', 'males']",3
@homuraart,2020-07-10T08:44:37Z,0,Gente vcs perceberam que a cor da base mudou ? Ou foi impressão minha ?,c3Ns-AgD-Vg,True,"['gente', 'perceberam', 'cor', 'base', 'mudou', 'impresso']",6
@drielyeduarda9602,2020-07-10T06:44:55Z,1,"Mas nem a própria boca rosa usa apenas 1 base. Normalmente fazemos misturinhas de 2 bases, ou até 3. É impossível acertar apenas com 1 tom.",c3Ns-AgD-Vg,True,"['propria', 'boca', 'rosa', 'usa', 'apenas', 'base', 'formalmente', 'fazemos', 'misturinhas', 'bases', 'at', 'impossível', 'acertar', 'apenas', 'tom']",15
@renatarocha8439,2020-07-10T06:26:28Z,0,Ameiii haa vc fala tudo  o que tá  acha ❤,c3Ns-AgD-Vg,True,"['amei', 'has', 'vá', 'fala', 'tudo', 't', 'acha']",7
@mariaandrade1079,2020-07-10T06:17:55Z,0,"A Karen Bachine(acho que é  assim o nome dela😂😂) relatou praticamente o mesmo problema, no caso ,ela disse que a base da boca Rosa fica linda quando ela grava um vídeo mas não  é  algo que ela gostaria de sair com ela.",c3Ns-AgD-Vg,True,"['farei', 'bachineacho', 'assim', 'nome', 'relatou', 'praticamente', 'problema', 'caso', 'disse', 'base', 'boca', 'rosa', 'fica', 'linda', 'grava', 'algo', 'gostaria', 'sair']",18
@andrearaposo3164,2020-07-10T06:11:40Z,0,VOCE É PERFEITAAA!!!! SOCORROOOO😍😍,c3Ns-AgD-Vg,True,"['voce', 'perfeita', 'socorroooo']",3
@JeffersonFuller,2020-07-10T05:56:16Z,0,Fico ótima essa base,c3Ns-AgD-Vg,True,"['fico', 'toma', 'base']",3
@Phampitt,2020-07-10T05:17:45Z,0,"Com essa pele sua, ela tem que criar uma base com o seu nome, isso sim.. Sua pele é perfeita sem base.",c3Ns-AgD-Vg,True,"['pele', 'criar', 'base', 'nome', 'sim', 'pele', 'perfeita', 'base']",8
@emanuelysouza5857,2020-07-10T05:11:18Z,1,cara essa mulher é absolutamente perfeitaaaaaaaaaaaaaaaaaaaaaaa concordam?,c3Ns-AgD-Vg,True,"['cara', 'mulher', 'absolutamente', 'perfeitaaaaaaaaaaaaaaaaaaaaaaa', 'concorda']",5
@monicacezar4786,2020-07-10T05:02:22Z,0,Fiquei super chateada pq o meu maior sonho e encontrar uma base negra mais nunca achei já chorei já fiz tudo mais ao aceitei e achei que dessa vez iria ter triste,c3Ns-AgD-Vg,True,"['fiquei', 'super', 'chapeada', 'pa', 'maior', 'sonho', 'encontrar', 'base', 'negra', 'nunca', 'achei', 'j', 'chorei', 'j', 'fiz', 'tudo', 'aceitei', 'achei', 'dessa', 'vez', 'iria', 'ter', 'triste']",23
@pablo.accioly,2020-07-10T04:12:30Z,0,amada?? vai comprar base pela Internet. fica batendo perna e reclamando a toa,c3Ns-AgD-Vg,True,"['amada', 'vai', 'comprar', 'base', 'interno', 'fica', 'batendo', 'perna', 'reclamando', 'toa']",10
@LM-zo8wh,2020-07-10T04:01:16Z,1,"Existem produtos só para negros e produtos só para brancos. Tenta retocar uma parede branca com uma tinta escura, e você entenderá.",c3Ns-AgD-Vg,True,"['existem', 'produtos', 's', 'negros', 'produtos', 's', 'brancos', 'tenta', 'retocar', 'parede', 'branca', 'tinta', 'escura', 'entender']",14
@JoaoPedro-gr3yl,2020-07-10T03:57:14Z,0,Ela elinda  efeia,c3Ns-AgD-Vg,True,"['linda', 'feia']",2
@leticiahenrique1411,2020-07-10T03:41:26Z,2,O jeitinho que ela fala gritando é diferente kkkkk me senti em casa ❤,c3Ns-AgD-Vg,True,"['jeitinho', 'fala', 'gritando', 'diferente', 'kkkkk', 'senti', 'casa']",7
@advcamilamagalhaes,2020-07-10T03:25:29Z,0,"Não tinha base para mim uma ficava muito rosa e a outro muito amarela, sem condições.",c3Ns-AgD-Vg,True,"['base', 'mim', 'ficava', 'rosa', 'outro', 'amarela', 'condes']",7
@yankamenezes_oficiall,2020-07-10T03:22:46Z,0,Talvez essa daria pra minha pele !,c3Ns-AgD-Vg,True,"['talvez', 'daria', 'pra', 'pele']",4
@paulacristinarosa5741,2020-07-10T03:14:42Z,0,Camila olha o canal e insta do Kaio Patriota. Maquiador em Brasília que fala muito sobre make em pele negra e que MERECE  ser notado pois é o único que vejo que preza pela pele negra e sua essencia. Bjoo,c3Ns-AgD-Vg,True,"['camisa', 'olha', 'canal', 'insta', 'maio', 'patriota', 'maquinado', 'brasil', 'fala', 'sobre', 'make', 'pele', 'negra', 'merece', 'notado', 'pois', 'rico', 'vejo', 'preza', 'pele', 'negra', 'essencia', 'bojo']",23
@the_adriasan548,2020-07-10T02:50:15Z,0,"Gente olha a pele perfeita dessa mulher, nem precisa de base! 💙💙",c3Ns-AgD-Vg,True,"['gente', 'olha', 'pele', 'perfeita', 'dessa', 'mulher', 'precisa', 'base']",8
@user-sm3cu8ko6s,2020-07-10T01:56:41Z,0,Cara vc enrrola de mais *-*,c3Ns-AgD-Vg,True,"['cara', 'vá', 'enrola']",3
@tSanx,2020-07-10T01:45:45Z,4,Eu comecei a assistir e desisti... voz irrita e ainda fala quase gritando... fica difícil 🙁,c3Ns-AgD-Vg,True,"['comecei', 'assistir', 'desisti', 'voz', 'irrita', 'ainda', 'fala', 'quase', 'gritando', 'fica', 'difícil']",11
@lanesoares1685,2020-07-10T01:43:15Z,0,"Única base pra pele negra que gostei (das que já usei) eu gosto da Eudora, fica bem uniforme na minha pele e eu gosto.. pq tem outras aí q só a misericórdia",c3Ns-AgD-Vg,True,"['nica', 'base', 'pra', 'pele', 'negra', 'gostei', 'j', 'usei', 'gosto', 'aurora', 'fica', 'bem', 'uniforme', 'pele', 'gosto', 'pa', 'outras', 'q', 's', 'misericordia']",20
@michelimercier9144,2020-07-10T01:32:59Z,0,Amo a sinceridade dela ❤️,c3Ns-AgD-Vg,True,"['amo', 'sinceridade']",2
@Tatiana29631,2020-07-10T01:31:06Z,0,Uma camada com esponja pareceu muito certinha para vc.,c3Ns-AgD-Vg,True,"['camada', 'esponja', 'pareceu', 'cestinha', 'vá']",5
@Tatiana29631,2020-07-10T01:26:59Z,0,"Agora, tem um pó compacto da Payot mesmo.... não ""by"" de nada e que tem um pigmento muito bom e compatível com pele negra.",c3Ns-AgD-Vg,True,"['agora', 'p', 'compacto', 'pilot', 'y', 'nada', 'pagamento', 'bom', 'compatível', 'pele', 'negra']",11
@aninhadantas9038,2020-07-10T01:22:59Z,0,"https://www.youtube.com/channel/UCtXBx0WIxzGjx8waQpuuFCQ

alguém pode me ajudar",c3Ns-AgD-Vg,True,"['httpswwwyoutubecomchanneluctxbxwixzgjxwaqpuufcq', 'algum', 'pode', 'ajudar']",4
@stephanyresende115,2020-07-10T01:21:22Z,1,Pele linda ❤👏🏻,c3Ns-AgD-Vg,True,"['pele', 'linda']",2
@jaquelinemenezes9154,2020-07-10T00:59:23Z,0,"Amada, pq vc fala, que só existe 3 tons para pele negra, esses tons mais escuros não servem pra mim, então quer dizer que eu não sou preta? Essas divisões de negro mais claro e negro mais escuro é ridículo, de todos os vídeos que eu assisti seus, é a mesma história, só são considerados negros os mais escuros?",c3Ns-AgD-Vg,True,"['amada', 'pa', 'vá', 'fala', 's', 'existe', 'tons', 'pele', 'negra', 'tons', 'escuros', 'servem', 'pra', 'mim', 'ento', 'quer', 'dizer', 'preta', 'divisas', 'negro', 'claro', 'negro', 'escuro', 'ridiculo', 'todos', 'vamos', 'assisti', 'mesma', 'histeria', 's', 'so', 'considerados', 'negros', 'escuros']",34
@marciorocha2010,2020-07-10T00:09:03Z,0,Garota voce é 10mais .... bjs,c3Ns-AgD-Vg,True,"['garopa', 'voce', 'bus']",3
@sopaesapos,2020-07-10T00:06:34Z,0,"Outra coisa tbm, é que tô vendo mt gente falando aq, sobre misturar as bases pra obter um tom parecido com a pele dela mas quem quer investir dinheiro em uma base se ela acinzenta? E tbm que claramente nem foi pensada pra realmente ser inclusiva e útil a todos tons de pele.",c3Ns-AgD-Vg,True,"['outra', 'coisa', 'tom', 't', 'vendo', 'gente', 'falando', 'sobre', 'misturar', 'bases', 'pra', 'obter', 'tom', 'parecido', 'pele', 'quer', 'investir', 'dinheiro', 'base', 'cinzenta', 'tom', 'claramente', 'pensada', 'pra', 'realmente', 'inclusive', 'til', 'todos', 'tons', 'pele']",30
@lugeiger4924,2020-07-09T23:55:58Z,0,"Amei a alma barraqueira, me identifiquei, até pq sou carioca né hahahaha",c3Ns-AgD-Vg,True,"['amei', 'alma', 'barraqueiros', 'identifique', 'at', 'pa', 'carioca', 'n', 'hahahaha']",9
@joanab3397,2020-07-09T22:55:15Z,34,"""ela cobriu todas minhas imperfeições"" que imperfeições minha querida",c3Ns-AgD-Vg,True,"['cobriu', 'todas', 'imperfeiçes', 'imperfeiçes', 'querida']",5
@laiketily,2020-07-09T22:51:06Z,1,"Acho muito importante seu papel nesse youtuber sabe, a forma como você nos representa e incrível, me inspiro muito em você pra tudo, em opiniões e etc, você é aquele tipo de pessoa que não se deixa se comprada, sabe oque falar e como falar, e principal, sabe o momento de ficar calada, não é daquelas que querem falar do que não sabem, você fala oque sabe e muito mais, te amo demais ❤😍",c3Ns-AgD-Vg,True,"['acho', 'importante', 'papel', 'nesse', 'youtuber', 'sabe', 'forma', 'representa', 'incrivel', 'inspiro', 'pra', 'tudo', 'opiniões', 'etc', 'tipo', 'pessoa', 'deixa', 'comprada', 'sabe', 'oque', 'falar', 'falar', 'principal', 'sabe', 'momento', 'ficar', 'calada', 'daquelas', 'querem', 'falar', 'sabem', 'fala', 'oque', 'sabe', 'amo', 'demais']",36
@juliafernandes578,2020-07-09T22:47:36Z,0,Seu cabelo é mt lindo!!! Q invejaaaa 😔❤️,c3Ns-AgD-Vg,True,"['cabelo', 'lindo', 'q', 'invejavam']",4
@tayssaazevedo6746,2020-07-09T21:46:27Z,0,Tudo isso por um produto 🤦,c3Ns-AgD-Vg,True,"['tudo', 'produto']",2
@trbr89,2020-07-09T21:43:41Z,0,Eu ameeei vc! Teu jeito de falar é  sensacional! Fiquei!,c3Ns-AgD-Vg,True,"['amei', 'vá', 'jeito', 'falar', 'sensacional', 'fiquei']",6
@ariadnemoura7665,2020-07-09T21:32:28Z,0,"Oiê, nova por aqui, amei vc sua linda!",c3Ns-AgD-Vg,True,"['oi', 'nova', 'aqui', 'amei', 'vá', 'linda']",6
@RitaDias,2020-07-09T21:31:11Z,0,Quero muito experimentar a maquilhagem da Boca Rosa!!! Deus queira que chegue a Portugal!!! E adorei o resultado!! ☺️,c3Ns-AgD-Vg,True,"['quero', 'experimentar', 'maquilhagem', 'boca', 'rosa', 'deus', 'queira', 'chegue', 'portal', 'adorei', 'resultado']",11
@andreandrade3835,2020-07-09T20:22:37Z,0,Olha o tamanho do brinco kkk muito top,c3Ns-AgD-Vg,True,"['olha', 'tamanho', 'brinco', 'k', 'tom']",5
@luanacassiabiologia,2020-07-09T19:58:16Z,0,"Não tenho pele negra, mas adoreei o vídeo,mto boom!! Parabéns",c3Ns-AgD-Vg,True,"['pele', 'negra', 'adorei', 'vdeomto', 'bom', 'parabéns']",6
@itachiff8554,2020-07-09T19:27:03Z,0,Ela a do tik Tok?,c3Ns-AgD-Vg,True,"['ti', 'tom']",2
@rai_moreiraos,2020-07-09T19:26:21Z,0,"Camilla, testa a base da Mary Kay",c3Ns-AgD-Vg,True,"['camisa', 'testa', 'base', 'mar', 'day']",5
@claudiapereirasilva74,2020-07-09T19:18:24Z,0,Linda gostei de vc,c3Ns-AgD-Vg,True,"['linda', 'gostei', 'vá']",3
@jayseaess4710,2020-07-09T19:01:04Z,1,"o correto é BRANCAS ( tom de pele claro ) e PRETAS ( tom de pele escuro ), negro é desrespeitoso, mas todos usam este termo",c3Ns-AgD-Vg,True,"['correto', 'brancas', 'tom', 'pele', 'claro', 'pretas', 'tom', 'pele', 'escuro', 'negro', 'desrespeitoso', 'todos', 'usam', 'termo']",14
@anajulia-hz5ro,2020-07-09T18:37:02Z,596,"""Já começo no espírito de barraco"" Kkkkkkk persebe-se 


Obs: LINDAAAA FALOU TUDO 
Não sou negra mas do jeito q vc falou entendi q isso é uma total falta de respeito pq mesmo q a pessoa lance um tom de base mais escuro q agrade a todos, fica difícil sendo q não vende em quase nenhum lugar e a pessoa q tem um tom muito escuro de pele precisa fazer mó ""viagem"" só pra achar uma base.... difícil",c3Ns-AgD-Vg,True,"['j', 'espírito', 'barraca', 'kkkkkkk', 'percebeste', 'lindaaaa', 'falou', 'tudo', 'negra', 'jeito', 'q', 'vá', 'falou', 'entendi', 'q', 'total', 'falta', 'respeito', 'pa', 'q', 'pessoa', 'lance', 'tom', 'base', 'escuro', 'q', 'agrade', 'todos', 'fica', 'difícil', 'sendo', 'q', 'vende', 'quase', 'nenhum', 'lugar', 'pessoa', 'q', 'tom', 'escuro', 'pele', 'precisa', 'fazer', 'm', 'viagem', 's', 'pra', 'achar', 'base', 'difícil']",50
@eloizebello,2020-07-09T18:04:20Z,4,"Nossa isso é orive,l que tristeza... mais é vdd eu fui com a minha amiga negra comprar meks e nos deparamos com isso tbm.😡",c3Ns-AgD-Vg,True,"['crivel', 'tristeza', 'amiga', 'negra', 'comprar', 'separamos', 'tom']",7
@sandycamilavlogsmaternidad1843,2020-07-09T17:52:31Z,0,Genteee passa rapidinho aqui no canal de uma olhadinha se gosta inscrevase,c3Ns-AgD-Vg,True,"['gente', 'passa', 'rapazinho', 'aqui', 'canal', 'olhadelha', 'gosta', 'inscrevase']",8
@Noname-gz8nm,2020-07-09T17:16:58Z,52,Ela arrancando o negócio da roupa KJKKKKKKKKL 1:33,c3Ns-AgD-Vg,True,"['arrancando', 'negócio', 'roupa', 'kjkkkkkkkkl']",4
@uriasshowdenn8362,2020-07-09T17:16:04Z,0,E eu que sou amarelo não acho nada de maquiagem. 😒,c3Ns-AgD-Vg,True,"['amarelo', 'acho', 'nada', 'maquinem']",4
@marcelaschettino5298,2020-07-09T17:15:55Z,0,As vezes me dá vontade de lançar uma marca de base só de raiva kkk porque eu tenho uma mancha de nascença marrom na testa e tento esconder com base mas o problema é ou eu fico com a cara pálida ou eu fico laranja,c3Ns-AgD-Vg,True,"['vezes', 'd', 'vontade', 'lançar', 'marca', 'base', 's', 'raiva', 'k', 'porque', 'mancha', 'nascera', 'marrom', 'testa', 'tento', 'esconder', 'base', 'problema', 'fico', 'cara', 'polida', 'fico', 'laranja']",23
@kessiadesiree5722,2020-07-09T17:10:16Z,0,"Camila, eu te amo KKKKKKK mlr tu arrancando o negócio da roupa hsushah eu tenho NOJOOOOOO tb",c3Ns-AgD-Vg,True,"['camisa', 'amo', 'kkkkkkk', 'mar', 'arrancando', 'negócio', 'roupa', 'hsushah', 'nojoooooo']",9
@jorgeklann362,2020-07-09T17:06:19Z,0,"Só podia ser fã da Manu,",c3Ns-AgD-Vg,True,"['s', 'podia', 'f', 'mana']",4
@isabelle.rodrigues,2020-07-09T17:04:19Z,6,"Socorro, só com essa abertura polêmica já foi mais que suficiente para me inscrever!!! Conheci agora e já amei",c3Ns-AgD-Vg,True,"['socorro', 's', 'abertura', 'polêmica', 'j', 'suficiente', 'inscrever', 'conheci', 'agora', 'j', 'amei']",11
@giselleneves7787,2020-07-09T17:02:38Z,0,Mn eu amoooooo o jeito q ela apresenta os vídeos o jeito dela fl e muito engraçado amoooo,c3Ns-AgD-Vg,True,"['amoooooo', 'jeito', 'q', 'apresenta', 'vamos', 'jeito', 'fl', 'engraçado', 'amoroso']",9
@VitoriaCarneiro,2020-07-09T17:02:15Z,3,"Eu achei que esse tom ficou legal! Não achei que ficou tão claro, ela vai secando e escurecendo.. Gente, e que mulher lindaaa!!! Adorei o canal!",c3Ns-AgD-Vg,True,"['achei', 'tom', 'ficou', 'legal', 'achei', 'ficou', 'to', 'claro', 'vai', 'secando', 'escurecendo', 'gente', 'mulher', 'lindas', 'adorei', 'canal']",16
@jessicarangel8140,2020-07-09T16:53:44Z,0,A base da boca rosa me deu muitaaa alergia  eu particularmente nao gostei!,c3Ns-AgD-Vg,True,"['base', 'boca', 'rosa', 'deu', 'muitas', 'alegria', 'particularmente', 'gostei']",8
@joycerodrigues9642,2020-07-09T16:49:08Z,0,Seu cabelo é tão tão tão lindo!!!!!!!! 😍😍,c3Ns-AgD-Vg,True,"['cabelo', 'to', 'to', 'to', 'lindo']",5
@diegoquirino1586,2020-07-09T16:03:29Z,118,Verdade tem lojas preconceituosas e racista gente isso é racismo precisamos de referência negra 👊🏿,c3Ns-AgD-Vg,True,"['verdade', 'lojas', 'preconceituosas', 'artista', 'gente', 'realismo', 'precisamos', 'referência', 'negra']",9
@mariaeduardasantana2818,2020-07-09T15:52:56Z,0,Eu acho um absurdo ate na maquiam as lojas tem racismo,c3Ns-AgD-Vg,True,"['acho', 'absurdo', 'ate', 'maquinam', 'lojas', 'realismo']",6
@elisahenriques2430,2020-07-09T15:49:16Z,0,Eu amei o videooooo vc é super linda e engraçada uma das melhores broguerinha te amooooo você é super... Ler mais,c3Ns-AgD-Vg,True,"['amei', 'videooooo', 'vá', 'super', 'linda', 'engraçada', 'melhores', 'broguerinha', 'amoroso', 'super', 'ler']",11
@michellemarques7935,2020-07-09T15:32:29Z,1,Zero defeitos essa mulher. JESUUUUS. Camilla sua linda ♥,c3Ns-AgD-Vg,True,"['zero', 'defeitos', 'mulher', 'jesuuuus', 'camisa', 'linda']",6
@alicegashti,2020-07-09T15:27:10Z,0,no site da renner tem a base Aline e eles tem o frete gratis,c3Ns-AgD-Vg,True,"['vite', 'render', 'base', 'ali', 'fretes', 'grátis']",6
@rhamondsantos1858,2020-07-09T15:25:10Z,0,"Kra cada um faz as coisas de acordo com sua realidade rs..
Cabem a nós negros, principalmente os da mídia, criar produtos compatíveis com a nossa realidade!
Boca Rosa está favorecendo o público dela, então ao invés de reclamar, se unam todas vcs YouTubers negras e monta uma marca para todos os tons de pele negra! Vamos parar com isso e arregaçar as mangas Pow...",c3Ns-AgD-Vg,True,"['sra', 'cada', 'faz', 'coisas', 'acordo', 'realidade', 'rs', 'cabem', 'negros', 'principalmente', 'dia', 'criar', 'produtos', 'compatíveis', 'realidade', 'boca', 'rosa', 'est', 'favorecendo', 'público', 'ento', 'ins', 'reclamar', 'unam', 'todas', 'youtubers', 'negras', 'monta', 'marca', 'todos', 'tons', 'pele', 'negra', 'vamos', 'parar', 'arregaçar', 'mangas']",37
@bibliarevelada3015,2020-07-09T14:48:43Z,1,"Eu não sou negra nem sei me maquiar direito mas isso de não ter base pra pele negra eu acho ridículo, as pessoas falam que tem que incluir mas acaba que virando propaganda e não fazem de verdade",c3Ns-AgD-Vg,True,"['negra', 'sei', 'maquinar', 'direito', 'ter', 'base', 'pra', 'pele', 'negra', 'acho', 'ridiculo', 'pessoas', 'falam', 'incluir', 'acaba', 'virando', 'propaganda', 'fazem', 'verdade']",19
@leonaramodel811,2020-07-09T14:33:27Z,0,ADOREI não conhecia seu canal antes desse vídeo haha,c3Ns-AgD-Vg,True,"['adorei', 'conhecia', 'canal', 'antes', 'desse']",5
@elizabetelopes222,2020-07-09T14:20:29Z,3,Estou iniciando uma lojinha virtual de cosméticos. Esse vídeo foi uma aula para mim. Obrigada por compartilhar com a gente.,c3Ns-AgD-Vg,True,"['iniciando', 'lojinha', 'virtual', 'cosméticos', 'aula', 'mim', 'obrigada', 'compartilhar', 'gente']",9
@ursinha_rb7278,2020-07-09T14:17:48Z,2,Linda maravilhosa vc é linda do seu jeito e do seu brilho! !!,c3Ns-AgD-Vg,True,"['linda', 'maravilhosa', 'vá', 'linda', 'jeito', 'brilho']",6
@jenifersuarez4402,2020-07-09T14:12:18Z,0,Cabelo maravilhoso ♥️,c3Ns-AgD-Vg,True,"['cabelo', 'maravilhoso']",2
@giovanarosa5028,2020-07-09T14:10:03Z,0,Te amo mulher luz,c3Ns-AgD-Vg,True,"['amo', 'mulher', 'luz']",3
